"Object Number","Collection Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Level","Full Name","Scope And Content","Date","Extent","Physical/Technical","Multimedia name","Copyright","Multimedia irn"
"2001/090/1/1/18057","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","Members of a rugby team dressed in tuxedos fool around at the Mogambo Club. Nairobi.","21 September 1957","1 negative","default","2633.tif","[Copyright] Bristol Record Office",115760
"2001/090/1/1/18061","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","Members of a rugby team dressed in tuxedos fool around at the Mogambo Club. Two of the group attempt to 'mummify' their friend by wrapping him in toilet paper. Nairobi.","21 September 1957","1 negative","default","2634.tif","[Copyright] Bristol Record Office",115759
"2001/090/1/1/18063","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","Members of a rugby team dressed in tuxedos fool around at the Mogambo Club. One of the men has been 'mummified' in toilet paper by his friends, one of whom wears a false nose and moustache. Nairobi.","21 September 1957","1 negative","default","2635.tif","[Copyright] Bristol Record Office",114706
"2001/090/1/1/18064","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","Members of a rugby team dressed in tuxedos fool around at the Mogambo Club. One of the men has been 'mummified' in toilet paper by his friends, one of whom wears a false nose and moustache. Nairobi.","21 September 1957","1 negative","default","2636.tif","[Copyright] Bristol Record Office",114707
"2001/090/1/1/18065","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","Members of a rugby team dressed in tuxedos fool around at the Mogambo Club. One of the men lies on the floor, having been 'mummified' in toilet paper by his friends. Nairobi.","21 September 1957","1 negative","default","2637.tif","[Copyright] Bristol Record Office",115761
"2001/090/1/1/18066","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","A victim of rugby team antics at the Mogambo Club lies spread-eagled on the floor. He has just de-tangled himself after having been wrapped in toilet paper by his friends. Nairobi.","21 September 1957","1 negative","default","2638.tif","[Copyright] Bristol Record Office",115762
"2001/090/1/1/18067","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Rugby team at Mogambo Club","A formally dressed man falls asleep during a rugby team party at the Mogambo Club. Nairobi.","21 September 1957","1 negative","default","2639.tif","[Copyright] Bristol Record Office",113873
"2001/090/1/1/18074","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Band at the Equator Club","A European singer performs with a band of African musicians on stage at the Equator Club. Nairobi.","21 September 1957","1 negative","default","2640.tif","[Copyright] Bristol Record Office",121057
"2001/090/1/1/18076","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Singer at the Equator Club","An African man sings into a microphone on a small stage at the Equator Club. Other members of the band can be seen behind him, playing instruments including drums and a clarinet. Nairobi.","21 September 1957","1 negative","default","2641.tif","[Copyright] Bristol Record Office",115555
"2001/090/1/1/18078","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","At the Equator Club","Two European men dressed in suits raise their glasses for the camera propped against the zebra-striped bar of the Equator Club. Nairobi.","21 September 1957","1 negative","default","2642.tif","[Copyright] Bristol Record Office",121138
"2001/090/1/1/18079","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Bartenders at the Equator Club","Portrait of three uniformed African waiters at the Equator Club. Two African bartenders jokingly pour drinks into glasses behind a bar decorated with zebra stripes and leopard-print stools. Nairobi.","21 September 1957","1 negative","default","2643.tif","[Copyright] Bristol Record Office",121032
"2001/090/1/1/18080","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Waiters at the Equator Club","Portrait of three uniformed African waiters at the Equator Club. Nairobi.","21 September 1957","1 negative","default","2644.tif","[Copyright] Bristol Record Office",114045
"2001/090/1/1/18140","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Open jumping at Nairobi Royal Show","Riders in the open jumping competition at the Royal Show line up on horseback for the prize-giving ceremony.","25 September 1957","1 negative","default","2645.tif","[Copyright] Bristol Record Office",116728
"2001/090/1/1/18156","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Ozo truck at Nairobi Royal Show","An open-backed Ozo truck, number 5 in a vehicle parade at the Royal Show.","25 September 1957","1 negative","default","2646.tif","[Copyright] Bristol Record Office",116672
"2001/090/1/1/18158","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Vanguard station wagon at Nairobi Royal Show","A standard Vanguard station wagon, number eight in a vehicle parade at the Royal Show.","25 September 1957","1 negative","default","2647.tif","[Copyright] Bristol Record Office",114173
"2001/090/1/1/18160","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Couple on a scooter at Nairobi Royal Show","A young couple sit on a scooter in a vehicle parade at the Royal Show.","25 September 1957","1 negative","default","2648.tif","[Copyright] Bristol Record Office",120195
"2001/090/1/1/18161","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Number 12 on parade at Nairobi Royal Show","A couple sit inside an open-top car marked with the number 12 at a vehicle parade at the Royal Show.","25 September 1957","1 negative","default","2649.tif","[Copyright] Bristol Record Office",116821
